id,name,genus,scientific_name,show_name,resource_id,legend,character,speed_power_coeff_a,speed_power_exponent_b,数据来源/注释 (速度:cm/s, 体长:cm)
101020011,fish_tench,Tincidae,Tench,丁鱥,fish_tench_2D,否,Fierce10,7.9,0.5,"缺乏具体数据。丁鱥生活于静水，游泳能力不突出，参考鲤科(Cyprinidae)估计 b=0.5, a=7.9。"
101020012,fish_freshwater_drum,Sciaenidae,Freshwater Drum,淡水石首鱼,fish_freshwater_drum_2D,否,Fierce11,7.2,0.6,"缺乏具体数据。石首鱼科(Sciaenidae)多为底栖或近底栖，游泳能力一般，参考 Catostomidae 估计 b=0.6, a=7.2。"
101020013,fish_largemouth_bass,Centrarchidae,Largemouth Bass,大口黑鲈,fish_largemouth_bass_2D,否,Fierce12,10.9,0.5,"文献报道 Ucrit 与体长关系 b 值约 0.5。a 值基于文献报道的特定尺寸下的 Ucrit (约 60cm/s @ 30cm) 反推估计。"
101020014,fish_spotted_bass,Centrarchidae,Spotted Bass,斑点黑鲈,fish_spotted_bass_2D,否,Fierce13,10.9,0.5,"缺乏具体数据。与大口黑鲈同属，假定参数相似。"
101020015,fish_white_crappie,Centrarchidae,White Crappie,白斑刺盖太阳鱼,fish_white_crappie_2D,否,Fierce14,8.5,0.5,"缺乏具体数据。刺盖太阳鱼属(Pomoxis)体型较深，游泳能力可能略低于黑鲈，估计 b=0.5，a 值略低于黑鲈。"
101020016,fish_rock_bass,Centrarchidae,Rock Bass,岩钝鲈,fish_rock_bass_2D,否,Fierce15,8.0,0.5,"缺乏具体数据。钝鲈属(Ambloplites)游泳能力估计介于太阳鱼和黑鲈之间，估计 b=0.5，a 值介于两者之间。"
101020017,fish_smallmouth_bass,Centrarchidae,Smallmouth Bass,小口黑鲈,fish_smallmouth_bass_2D,否,Fierce16,11.5,0.55,"缺乏具体数据。通常认为比大口黑鲈更适应流水，游泳能力可能稍强，估计 b 略高=0.55，a 值也略高。"
101020018,fish_black_crappie,Centrarchidae,Black Crappie,黑斑刺盖太阳鱼,fish_black_crappie_2D,否,Fierce17,8.5,0.5,"缺乏具体数据。与 White Crappie 类似，假定参数相同。"
101020019,fish_pumpkinseed_sunfish,Centrarchidae,Pumpkinseed Sunfish,驼背太阳鱼,fish_pumpkinseed_sunfish_2D,是,Fierce18,7.8,0.5,"缺乏具体数据。典型的太阳鱼(Lepomis)，参考 Redear Sunfish 估计。"
101020020,fish_green_sunfish,Centrarchidae,Green Sunfish,绿太阳鱼,fish_green_sunfish_2D,否,Fierce19,7.8,0.5,"缺乏具体数据。典型的太阳鱼(Lepomis)，参考 Redear Sunfish 估计。"
101020021,fish_redspotted_sunfish,Centrarchidae,Redspotted Sunfish,红斑太阳鱼,fish_redspotted_sunfish_2D,否,Fierce20,7.8,0.5,"缺乏具体数据。典型的太阳鱼(Lepomis)，参考 Redear Sunfish 估计。"
101020022,fish_chain_pickerel,Esocidae,Chain Pickerel,链纹狗鱼,fish_chain_pickerel_2D,否,Fierce21,8.4,0.6,"缺乏具体数据。狗鱼(Esocidae)，参考 Muskellunge 估计。"
101020023,fish_sauger,Percidae,Sauger,加拿大梭鲈,fish_sauger_2D,否,Fierce22,9.6,0.55,"缺乏具体数据。梭鲈属(Sander)，游泳能力强，参考 Walleye 估计。"
101020024,fish_walleye,Percidae,Walleye,玻璃梭鲈,fish_walleye_2D,否,Fierce23,9.6,0.55,"缺乏具体数据。梭鲈属(Sander)，游泳能力强，估计 b=0.55。a 值基于中大型掠食鱼类估计。"
101020025,fish_rainbow_trout,Salmonidae,Rainbow Trout,虹鳟,fish_rainbow_trout_2D,否,Fierce24,10.8,0.6,"文献中 Ucrit 数据较多，b 值常见 0.4-0.7 范围。选择 b=0.6。a 值基于文献报道的特定尺寸下的 Ucrit (约 75cm/s @ 30cm) 反推估计。"
101020026,fish_golden_trout,Salmonidae,Golden Trout,金鳟,fish_golden_trout_2D,否,Fierce25,10.8,0.6,"缺乏具体数据。虹鳟的亚种或近亲，假定参数相似。"
101020027,fish_bluegill_sunfish,Centrarchidae,Bluegill Sunfish,蓝鳃太阳鱼,fish_bluegill_2D,否,Fierce26,7.8,0.5,"缺乏具体数据。典型的太阳鱼(Lepomis)，参考 Redear Sunfish 估计。"
101020031,fish_american_eel,Anguillidae,American Eel,美洲鳗鲡,fish_american_eel_2D,否,Fierce27,9.1,0.3,"缺乏具体数据。鳗鲡型游泳效率不高，持续速度低，估计 b 很低=0.3。a 值基于其体型和一般速度估计。"
101020032,fish_bream,Cyprinidae,Bream,美鳊,fish_bream_2D,否,Fierce28,7.9,0.5,"缺乏具体数据 (通常指 Abramis brama)。鲤科(Cyprinidae)鱼类，游泳能力一般，参考小型鲤科估计。"
101020033,fish_golden_bream,Cyprinidae,Golden Bream,金体美鳊,fish_golden_bream_2D,否,Fierce29,7.9,0.5,"缺乏具体数据。可能是 Bream 的变种或近亲，假定参数相同。"
101020034,fish_longback_dace,Leuciscidae,Longback Dace,长背亚口鱼,fish_longback_dace_2D,否,Fierce30,7.9,0.5,"缺乏具体数据。雅罗鱼亚科(Leuciscinae)的小型鱼类，参考小型鲤科估计。"
101020035,fish_flathead_catfish,Ictaluridae,Flathead Catfish,铲鮰,fish_flathead_catfish_2D,否,Fierce01,6.0,0.65,"属科修正: Ictaluridae。缺乏具体数据。底栖性强，体型比 Channel Catfish 更粗壮，持续游泳能力可能稍弱，估计 b=0.65, a 值略低于 Channel Catfish。"
101020036,fish_northern_pike,Esocidae,Northern Pike,白斑狗鱼,fish_northern_pike_2D,否,Fierce01,8.4,0.6,"属科修正: Esocidae。缺乏具体数据。与 Muskellunge 同属，假定参数相似。"
101020037,fish_redfin_pickerel,Esocidae,Redfin Pickerel,红鳍狗鱼,fish_redfin_pickerel_2D,否,Fierce01,8.4,0.6,"属科修正: Esocidae。缺乏具体数据。狗鱼(Esocidae)，体型较小，但仍属掠食性，参考 Chain Pickerel / Muskellunge 估计。"
101020038,fish_blue_catfish,Ictaluridae,Blue Catfish,"蓝鲶鱼（换皮）",fish_blue_catfish_2D,否,Fierce01,7.0,0.7,"属科修正: Ictaluridae。缺乏具体数据。与 Channel Catfish 非常相似，可能游泳能力略强，估计 b=0.7, a 值略高于 Channel Catfish。"
101020039,fish_black_bullhead_catfish,Ictaluridae,Black Bullhead Catfish,"黑鮰（换皮）",fish_black_bullhead_catfish_2D,否,Fierce01,5.5,0.6,"属科修正: Ictaluridae。缺乏具体数据。公鱼属(Ameiurus)，通常比 Ictalurus 属游泳能力弱，估计 b=0.6, a 值较低。"
101020040,fish_white_channel_catfish,Ictaluridae,White Channel Catfish,"白化叉尾鮰（换皮）",fish_white_channel_catfish_2D,否,Fierce01,6.8,0.7,"属科修正: Ictaluridae。Channel Catfish 的白化个体，假定游泳参数相同。"
101020041,fish_bigmouth_buffalo,Catostomidae,Bigmouth Buffalo,大口牛胭脂鱼,fish_bigmouth_buffalo_2D,否,Fierce01,7.2,0.6,"属科修正: Catostomidae。缺乏具体数据。与 Buffalo 同科，假定参数相似。"
101020042,fish_shortnose_sturgeon,Acipenseridae,Shortnose Sturgeon,短吻鲟,fish_shortnose_sturgeon_2D,否,Fierce01,9.5,0.4,"属科修正: Acipenseridae。缺乏具体数据。鲟鱼(Acipenseridae)持续游泳能力相对较弱，估计 b 较低=0.4。a 值基于鲟鱼体型和一般速度估计。"
101020043,fish_atlantic_sturgeon,Acipenseridae,Atlantic Sturgeon,尖吻鲟,fish_atlantic_sturgeon_2D,否,Fierce01,9.5,0.4,"属科修正: Acipenseridae。缺乏具体数据。与 Shortnose Sturgeon 同科，假定参数相似。"
101020044,fish_brown_trout,Salmonidae,Brown Trout,褐鳟,fish_brown_trout_2D,否,Fierce01,10.8,0.6,"缺乏具体数据。鲑科(Salmonidae)游泳能力强，参考虹鳟估计。"
101020045,fish_golden_shiner,Leuciscidae,Golden Shiner,"金体美鳊（换皮）",fish_golden_shiner_2D,否,Fierce01,7.9,0.5,"属科修正: Leuciscidae。缺乏具体数据。常见小型鲤科鱼，参考小型鲤科估计。"
101020046,fish_red_drum,Sciaenidae,Red Drum,美国红鱼,fish_red_drum_2D,否,Fierce01,8.0,0.6,"属科修正: Sciaenidae。缺乏具体数据。石首鱼科(Sciaenidae)，游泳能力中等，可能比 Freshwater Drum 稍强，估计 b=0.6, a 值略高。"
101020047,fish_brown_bullhead,Ictaluridae,Brown Bullhead,"云斑鮰（换皮）",fish_brown_bullhead_2D,否,Fierce01,5.5,0.6,"属科修正: Ictaluridae。缺乏具体数据。与 Black Bullhead 同属，假定参数相似。"
101020048,fish_cichla_ocellaris,Cichlidae,Cichla Ocellaris,眼点丽鱼,fish_cichla_ocellaris_2D,否,Fierce01,11.0,0.55,"属科修正: Cichlidae。缺乏具体数据。慈鲷科(Cichlidae)中的大型掠食者，游泳能力较强，参考 Smallmouth Bass 估计。"
101020049,fish_white_sturgeon01,Acipenseridae,White Sturgeon 01,高首鲟,fish_white_sturgeon01_2D,否,Fierce01,9.5,0.4,"属科修正: Acipenseridae。缺乏具体数据。与 Atlantic/Shortnose Sturgeon 同科，假定参数相似。"
101020050,fish_white_sturgeon02,Acipenseridae,White Sturgeon 02,白化高首鲟,fish_white_sturgeon02_2D,否,Fierce01,9.5,0.4,"属科修正: Acipenseridae。White Sturgeon 的白化个体，假定参数相同。"
101020051,fish_steelhead,Salmonidae,Steelhead,硬头鳟,fish_steelhead_2D,否,Fierce01,11.5,0.65,"Steelhead 是虹鳟的溯河洄游形态，通常认为游泳能力更强，估计 b 略高=0.65, a 值也略高。"
101020052,fish_alligator_gar,Lepisosteidae,Alligator Gar,鳄雀鳝,fish_alligator_gar_2D,否,Fierce01,6.0,0.5,"属科修正: Lepisosteidae。缺乏具体数据。雀鳝(Lepisosteidae)通常不是高速持续游泳者，估计 b=0.5。a 值基于大型伏击型掠食者估计。"
101020053,fish_hardhead,Cyprinidae,Hardhead,臼齿鱼,fish_hardhead_2D,否,Fierce01,8.5,0.55,"属科修正: Cyprinidae。缺乏具体数据。Hardhead (Mylopharodon conocephalus) 是体型较大的鲤科鱼，生活于流速较快水域，估计 b=0.55, a 值高于一般小型鲤科。"
101020054,fish_chiselmouth,Leuciscidae,Chiselmouth,美洲锐唇鲷,fish_chiselmouth_2D,否,Fierce01,8.2,0.55,"属科修正: Leuciscidae。缺乏具体数据。Chiselmouth (Acrocheilus alutaceus) 生活于流速较快水域，估计 b=0.55, a 值可能略高于一般小型鲤科。"
101020055,fish_blue_sucker,Catostomidae,Blue Sucker,"长背亚口鱼（换皮）",fish_blue_sucker_2D,否,Fierce01,7.5,0.6,"属科修正: Catostomidae。缺乏具体数据。Blue Sucker (Cycleptus elongatus) 体型流线，适应急流，游泳能力在胭脂鱼科中较强，估计 b=0.6, a 值略高于一般胭脂鱼。"
101020056,fish_american_paddlefish,Polyodontidae,American Paddlefish,鸭嘴鲟,fish_american_paddlefish_2D,否,Fierce01,8.0,0.45,"属科修正: Polyodontidae。缺乏具体数据。滤食性，需要持续游动，但可能速度不快，估计 b 偏低=0.45。a 值基于大型滤食鱼类估计。"
101020057,fish_spotted_gar,Lepisosteidae,Spotted Gar,"斑点雀鳝（换皮）",fish_spotted_gar _2D,否,Fierce01,6.0,0.5,"属科修正: Lepisosteidae。缺乏具体数据。与 Alligator Gar 同科，体型较小，假定参数相似。"
101020058,fish_white_alligator_gar,Lepisosteidae,White Alligator Gar,"白金火箭（换皮）",fish_white_alligator_gar_2D,否,Fierce01,6.0,0.5,"属科修正: Lepisosteidae。Alligator Gar 的白化个体，假定参数相同。"
101020059,fish_florida_gar,Lepisosteidae,Florida Gar,"佛罗里达雀鳝（换皮）",fish_florida_gar_2D,否,Fierce01,6.0,0.5,"属科修正: Lepisosteidae。缺乏具体数据。与 Spotted Gar / Alligator Gar 同科，假定参数相似。"
101020060,fish_cutthroat_trout,Salmonidae,Cutthroat Trout,白马切喉鳟,fish_cutthroat_trout_2D,否,Fierce01,10.8,0.6,"缺乏具体数据。鲑科(Salmonidae)游泳能力强，参考虹鳟估计。"
101020061,"fish_tennessee_shiner",Leuciscidae,Tennessee Shiner,"露仙美鱥（换皮)",fish_tennessee_shiner_2D,否,Fierce01,7.9,0.5,"属科修正: Leuciscidae。缺乏具体数据。小型鲤科鱼，参考小型鲤科估计。"
101020062,fish_river_chub,Leuciscidae,River Chub,小须美鱥,fish_river_chub_2D,否,Fierce01,8.0,0.55,"属科修正: Leuciscidae。缺乏具体数据。美鱥属(Nocomis)，通常生活在有一定流速的水域，估计 b=0.55, a 值略高于一般小型鲤科。"
101020063,fish_hornyhead_chub,Leuciscidae,Hornyhead Chub,双点美鱥,fish_hornyhead_chub_2D,否,Fierce01,8.0,0.55,"属科修正: Leuciscidae。缺乏具体数据。与 River Chub 同属，假定参数相似。"
101020064,fish_common_shiner,Leuciscidae,Common Shiner,美鳊,fish_common_shiner_2D,否,Fierce01,7.9,0.5,"属科修正: Leuciscidae。缺乏具体数据。常见小型鲤科鱼，参考小型鲤科估计。"
101020065,fish_yaqui_sucker,Catostomidae,Yaqui Sucker,白亚口鱼,fish_yaqui_sucker_2D,否,Fierce01,7.2,0.6,"属科修正: Catostomidae。缺乏具体数据。胭脂鱼科(Catostomidae)，参考 Buffalo 估计。"
